status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angries,num_thankfuls
115634898452178_1345473888801600,"Külili magamisel on mitmeid eeliseid ja see võib olla tervisele kasulik. Näiteks on see magamisasend hea neile, keda kurnab happe tagasivool. Ka eelistavad külili magamist paljud seljaprobleemidega inimesed.","Viis soovitust neile, kes magavad aina külili",link,http://naine24.postimees.ee/3730355/viis-soovitust-neile-kes-magavad-aina-kulili?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730355&utm_campaign=fb_post,2016-06-13 07:00:00,60,3,30,60,0,0,0,0,0,0
115634898452178_1345482408800748,Öise valgusreostuse käes kannatab pea 80% planeedist ning kolmandik maailma inimestest valguse tõttu galaktikat ei näegi.,"Suur kaart: vaata, kus on öösel kõige valgem",link,http://tehnika.postimees.ee/3730289/suur-kaart-vaata-kus-on-oosel-koige-valgem?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730289&utm_campaign=fb_post,2016-06-13 06:45:00,6,2,3,6,0,0,0,0,0,0
115634898452178_1345460425469613,"On kindlaks tehtud, et enneaegselt sündinud lastel võib esineda terviseprobleeme, kuid üsna vähe on uuritud, kuidas mõjub lapsele see, kui ta on ema kõhus ettenähtud ajast kauem.",Teadlased leidsid seose lapse sünniaja ja intelligentsuse vahel,link,http://naine24.postimees.ee/3730297/teadlased-leidsid-seose-lapse-sunniaja-ja-intelligentsuse-vahel?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730297&utm_campaign=fb_post,2016-06-13 06:30:00,45,4,39,38,1,5,1,0,0,0
115634898452178_1345473558801633,"Koer Frankie ja väike küülik Dylan on lahutamatud kaaslased, kelle sõpruse algus ei olnud kergemate killast.",Armsad pildid: küülik ja koer on parimad sõbrad,link,http://lemmik.postimees.ee/3730295/armsad-pildid-kuulik-ja-koer-on-parimad-sobrad?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730295&utm_campaign=fb_post,2016-06-13 06:15:00,20,0,3,18,2,0,0,0,0,0
115634898452178_1345460128802976,"Tartu kavandab lasteaia kohatasu tõusu pidurdamist ja soodushinda pere teisele lasteaiaealisele lapsele, sellise eelnõu esitas linnavalitsus volikogule eelmisel nädalal.",Tartu lükkab lasteaiatasu tõusu aasta võrra edasi,link,http://tartu.postimees.ee/3730291/tartu-lukkab-lasteaiatasu-tousu-aasta-vorra-edasi?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730291&utm_campaign=fb_post,2016-06-13 06:00:00,56,0,22,56,0,0,0,0,0,0
115634898452178_1345459945469661,"Tüli ühes Tartu meelelahutusasutuses paisus nii tõsiseks vägivallatsemiseks, et asutuse turvamees pidi pöörduma traumapunkti.",Joobes naine tümitas turvameest,link,http://tartu.postimees.ee/3730323/joobes-naine-tumitas-turvameest?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730323&utm_campaign=fb_post,2016-06-13 05:30:00,58,9,7,33,0,10,15,0,0,0
115634898452178_1345442182138104,,Kui palju raha Pardiralliga koguti?,link,http://tervis.postimees.ee/3730247/kui-palju-raha-pardiralliga-koguti?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730247&utm_campaign=fb_post,2016-06-13 04:30:00,17,0,1,17,0,0,0,0,0,0
115634898452178_1345488395466816,"Põhja-Eesti Regionaalhaigla juhatuse esimees Tõnis Allik, ettevõtte infotehnoloogia direktor Marko Kilk ja toitlustujuht Anu Vähi on saanud kahtlustuse omastamises, kelmuses ja pistise võtmises.",PERH-i juhte kahtlustatakse omastamises ja pistise võtmises,link,http://majandus24.postimees.ee/3730399/perh-i-juhte-kahtlustatakse-omastamises-ja-pistise-votmises?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730399&utm_campaign=fb_post,2016-06-13 04:04:59,32,4,20,18,0,6,1,1,6,0
115634898452178_1345441882138134,"USAs New Yorgis lülitati ikoonolisel Empire State Buildingul eile öösel välja enamik tulesid, mälestamaks Orlando geiklubi massitulistamises surma saanud inimesi.",Piltuudis: Empire State Building läks massitulistamise ohvrite mälestuseks pimedaks,link,http://maailm.postimees.ee/3730223/piltuudis-empire-state-building-laks-massitulistamise-ohvrite-malestuseks-pimedaks?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730223&utm_campaign=fb_post,2016-06-13 04:00:00,11,0,1,10,0,1,0,0,0,0
115634898452178_1345472825468373,Itaallasest linnapea Francesco Garafolo proovis Facebookis oma rahahädades vaevlevat linna müüa ning meelitada hiinlastest investoreid.,Itaallasest linnapea müüs Facebooki kaudu oma linna,link,http://majandus24.postimees.ee/3730329/itaallasest-linnapea-muus-facebooki-kaudu-oma-linna?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730329&utm_campaign=fb_post,2016-06-13 03:45:00,23,1,3,12,0,2,8,0,1,0
115634898452178_1345441728804816,«Töökoha lähedale tuleb doonoritelk ja soovin kasutada võimalust vereandmiseks. Kas ma võin töö ajal verd minna andma?» kirjutas lugeja.,Lugeja küsib: kas ma võin töö ajal verd minna andma?,link,http://tarbija24.postimees.ee/3730183/lugeja-kusib-kas-ma-voin-too-ajal-verd-minna-andma?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730183&utm_campaign=fb_post,2016-06-13 03:30:00,12,2,3,12,0,0,0,0,0,0
115634898452178_1345472678801721,Prantsusmaal peetaval jalgpalli EMil hukkus Prantsusmaa televisiooni teatel üks Põhja-Iirimaa koondise fänn.,Jalgpalli EMil sai fänn surma,link,http://sport.postimees.ee/3730333/jalgpalli-emil-sai-fann-surma?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730333&utm_campaign=fb_post,2016-06-13 03:20:05,42,2,8,22,0,4,0,14,2,0
115634898452178_1345391778809811,"Harjumaal said kahes liiklusõnnetuses viga kergliiklusteel liikunud jalgratturid, kellele autod ei andnud teed ja sõitsid otsa.",Kergliiklusteel sõitnud jalgratturid jäid auto alla,link,http://tallinncity.postimees.ee/3730119/kergliiklusteel-soitnud-jalgratturid-jaid-auto-alla?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730119&utm_campaign=fb_post,2016-06-13 03:00:00,5,0,5,2,0,1,0,0,2,0
115634898452178_1345459862136336,"Austraallanne Kayley Burke postitas mõne päeva eest Facebookis hirmutavad pildid oma haigest lapsest, et teistele lapsevanematele laste vaktsineerimise vajadust südamele panna. Pildid võivad olla häirivad!",Hirmutavad pildid: seda teevad väikese beebiga tuulerõuged,link,http://tervis.postimees.ee/3730327/hirmutavad-pildid-seda-teevad-vaikese-beebiga-tuulerouged?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730327&utm_campaign=fb_post,2016-06-13 02:44:27,138,38,117,38,0,10,0,88,2,0
115634898452178_1345391602143162,"Põlvamaal sai surma 83-aastane mees, kes sõitis teelt välja vastu puud.",Autoga vastu puud sõitnud eakas mees hukkus,link,http://www.postimees.ee/3730117/autoga-vastu-puud-soitnud-eakas-mees-hukkus?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730117&utm_campaign=fb_post,2016-06-13 02:30:00,13,4,4,5,0,0,0,6,2,0
115634898452178_1345391482143174,Alanud nädal toob taas üle 20-kraadise sooja ning ka ööd lähevad vähehaaval soojemaks.,Alanud nädal toob taas suvisemad ilmad,link,http://ilmajaam.postimees.ee/3730105/alanud-nadal-toob-taas-suvisemad-ilmad?_ga=1.117949257.1144324660.1465601652&utm_source=pm_fb&utm_medium=wallpost&utm_content=3730105&utm_campaign=fb_post,2016-06-13 02:00:00,453,1,54,434,14,0,3,2,0,0
115634898452178_1345421905473465,"Lääne päästekeskuse valvepressiesindaja teadmist mööda helistas häirekeskusesse teinegi inimene, kes oli leidnud oma paadi alt sõukruvi küljest inimese pea.",Politsei tuvastas Pärnu jõest välja toodud ilma peata surnukeha isiku,link,http://parnu.postimees.ee/3729785/politsei-tuvastas-parnu-joest-valja-toodud-ilma-peata-surnukeha-isiku?_ga=1.231739359.1920872391.1434552015,2016-06-13 01:17:01,134,8,64,60,0,22,3,48,1,0
115634898452178_1345390892143233,USA vabariiklaste eeldatav presidendikandidaat Donald Trump kasutas Orlando veresauna pühapäeval kohe oma valimiskampaanias ära.,Trump kasutas Orlando veresauna kohe oma kampaanias ära,link,http://maailm.postimees.ee/3730115/trump-kasutas-orlando-veresauna-kohe-oma-kampaanias-ara?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730115&utm_campaign=fb_post,2016-06-13 01:00:00,43,13,1,21,0,0,2,0,20,0
115634898452178_1332606926754963,Sõbralikku esmaspäeva!,Naise jutu kuulamine,link,http://meeldib.postimees.ee/2015/10/naise-jutu-kuulamine/?utm_source=pm_fb&utm_medium=wallpost&utm_campaign=meeldib,2016-06-13 00:10:00,234,8,56,191,1,0,42,0,0,0
115634898452178_1345196135496042,"Lux Expressi uued bussid ei sõida enam vuhisedes Tallinnast Tartusse, vaid teevad peatusi kohtades, kus reisijate peale tuleku tõenäosus on pea olematu. Sellised fantoompeatused on riigi poolt peale sunnitud valik.",Riik sundis bussifirmasid fantoompeatusi tegema,link,http://tarbija24.postimees.ee/3729583/riik-sundis-bussifirmasid-fantoompeatusi-tegema?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729583&utm_campaign=fb_post,2016-06-12 16:03:47,114,22,31,72,0,14,17,6,5,0
115634898452178_1345066408842348,"Müügiloa hoidjad on teatanud, et apteekidest võivad otsa saada üks B-hepatiidi ja üks kõrgvererõhktõve ravimiseks kasutatav ravim.",Kahte ravimit lähiajal apteegist saada ei pruugi,link,http://tervis.postimees.ee/3729981/kahte-ravimit-lahiajal-apteegist-saada-ei-pruugi?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729981&utm_campaign=fb_post,2016-06-12 15:00:00,16,4,15,10,0,5,0,0,1,0
115634898452178_1345025248846464,"Euroopa jalgpalli katuseorganisatsioon UEFA hoiatas Venemaa ja Inglismaa jalgpalliliite: kui nende fännid peaksid veelkord vägivaldse käitumisega silma jääma, siis võidakse Venemaa ja Inglismaa koondised EMilt diskvalifitseerida.",UEFA ähvardab Venemaa ja Inglismaa EMilt diskvalifitseerida,link,http://sport.postimees.ee/3729923/uefa-ahvardab-venemaa-ja-inglismaa-emilt-diskvalifitseerida?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729923&utm_campaign=fb_post,2016-06-12 14:30:00,109,8,13,95,0,2,11,1,0,0
115634898452178_1345132522169070,"Reede, 10. juuni keskpäeval jäi Pärnu maakonnas, Kilingi-Nõmme ja Pärnu vahelises alas teadmata kadunuks 15-aastane Grete, teatas kadunud inimeste otsimisega tegelev SA Kadunud sotsiaalmeedia vahendusel.",SA Kadunud palub abi 15-aastase Grete leidmisel,link,http://www.postimees.ee/3730059/sa-kadunud-palub-abi-15-aastase-grete-leidmisel?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730059&utm_campaign=fb_post,2016-06-12 14:13:11,41,7,776,19,1,1,0,20,0,0
115634898452178_1344970825518573,"Mängu varjutas aga fännide käitumine, kelle vahel tekkisid löömingud juba enne matši ning sama tegevusega jätkati ka öötundidel. Internetis levib aga video, kus on näha, kuidas mängu ajal lendas üle väljakul inglaste suunas rakett, mis väidetavalt saadeti teele Venemaa fännisektorist.",Video: rakett lendab üle staadioni Inglismaa fännide suunas,link,http://sport.postimees.ee/3729827/video-rakett-lendab-ule-staadioni-inglismaa-fannide-suunas?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729827&utm_campaign=fb_post,2016-06-12 14:00:00,26,4,4,15,0,2,0,1,8,0
115634898452178_1344970348851954,Politsei sai täna öösel kella 1 paiku teate öörahu rikkumisest Tallinnas Sakala tänaval asuvas korterelamus.,Fotod ja video: politsei tabas lärmakalt alaealiste korteripeolt üle kümne joobes noore,link,http://tallinncity.postimees.ee/3729857/fotod-ja-video-politsei-tabas-larmakalt-alaealiste-korteripeolt-ule-kumne-joobes-noore?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729857&utm_campaign=fb_post,2016-06-12 13:30:00,96,5,39,76,0,1,13,1,5,0
115634898452178_1345081522174170,"Omar Saddiqui Mateen on mees, kes avas täna öösel tule ühes Orlando geiklubis, tappes vähemalt 50 ja haavates veel kümneid inimesi ütlesid ametnikud CNNile, vahendab KTLA5.",Kes on arvatav massitulistaja Omar Mateen?,link,http://maailm.postimees.ee/3730019/kes-on-arvatav-massitulistaja-omar-mateen?utm_source=pm_fb&utm_medium=wallpost&utm_content=3730019&utm_campaign=fb_post,2016-06-12 13:15:00,17,9,4,11,0,0,1,5,0,0
115634898452178_1344968695518786,"Endine jumestuskunstnik Molly Robbins õppis omal käel koogikunstnikuks ja on noorele vanusele vaatamata väga osav. Nüüd teenib 25-aastane Briti naine leiba sellega, et teeb väga eriskummalise välimusega torte.",Vaata ja imesta: noor pagar teeb erilise väljanägemisega torte,link,http://naine24.postimees.ee/3729821/vaata-ja-imesta-noor-pagar-teeb-erilise-valjanagemisega-torte?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729821&utm_campaign=fb_post,2016-06-12 13:00:00,282,6,45,259,3,14,6,0,0,0
115634898452178_1345066805508975,"Munitsipaalpolitsei kesklinna ametnikud kinnitavad, et jätkavad inimesi häirivate kerjuste tõrjumist kesklinnast. Hiljutisel kontrollkäigul selgus, et varasemast tuttav vanamemme riietes naine oli end sisse seadnud Raekoja platsil.",Mupo inspektor: petturitest kerjustel on oma «turvamehed» ja nad käivad õhtuti poodlemas,link,http://tallinncity.postimees.ee/3729991/mupo-inspektor-petturitest-kerjustel-on-oma-turvamehed-ja-nad-kaivad-ohtuti-poodlemas?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729991&utm_campaign=fb_post,2016-06-12 12:45:00,24,6,10,19,0,1,0,0,4,0
115634898452178_1344968562185466,"Välisminister Marina Kaljurand ütles täna Reformierakonna üldkogul peetud kõnes, et Eestis on kohati ülemäärast agressiivsust ning tänitamine on muutumas taktikaks ja solvamine strateegiaks.",Kaljurand: Eestis on tänitamine muutumas taktikaks ja solvamine strateegiaks,link,http://www.postimees.ee/3729819/kaljurand-eestis-on-tanitamine-muutumas-taktikaks-ja-solvamine-strateegiaks?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729819&utm_campaign=fb_post,2016-06-12 12:30:00,94,24,9,72,1,2,1,11,7,0
115634898452178_1344898418859147,"Tartust Otepääle sõites pakub vasakul pool teed silmailu imekaunis Pangodi järv, paremal künka otsas kõrgub aga omapärase ümara kuju ja rohke klaasipinnaga Kalarestoran.",Kodumaine kala ja imeline järvevaade pealekauba,link,http://naine24.postimees.ee/3722411/kodumaine-kala-ja-imeline-jarvevaade-pealekauba?utm_source=pm_fb&utm_medium=wallpost&utm_content=3722411&utm_campaign=fb_post,2016-06-12 12:00:00,119,2,7,118,0,1,0,0,0,0
115634898452178_1345026165513039,"Orlando kesklinnas avas relvastatud isik pühapäeva varahommikul tule homoklubis ja võttis pantvange, lisaks tulistajale hukkus vähemalt 50 ning haiglasse viidi 53 inimest. CBS teatas politsei allikatele tuginedes, et massimõrtsukas oli 29-aastane Omar Mateen, kes on USA kodanik. Tema vanemad on pärit Afganistanist.",Fotod ja video: Florida geiklubi massitulistamises sai surma vähemalt 50 ja vigastada 53 inimest,link,http://maailm.postimees.ee/3729613/florida-ooklubis-toimus-tulistamine-surma-sai-vahemalt-50-inimest?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729613&utm_campaign=fb_post,2016-06-12 11:45:00,56,3,6,22,0,3,0,25,6,0
115634898452178_1344897382192584,"Reede hilisõhtust alates on Tartu- ja Jõgevamaad tabanud tihedad sajuhood, laupäeval kallas Tartus peaaegu terve päeva.",Koerailm Tartus saab homme lõpu,link,http://tartu.postimees.ee/3729747/koerailm-tartus-saab-homme-lopu?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729747&utm_campaign=fb_post,2016-06-12 11:30:00,63,3,4,58,0,4,0,1,0,0
115634898452178_1345028445512811,Postimehe vahendusel saab pühapäeval vaadata Jõgeval peetavat II Eesti Naiste Tantsupidu pealkirjaga «MeheLugu».,Otse: Eesti naiste tantsupidu Jõgeval,link,http://www.postimees.ee/3728715/otse-eesti-naiste-tantsupidu-jogeval?utm_source=pm_fb&utm_medium=wallpost&utm_content=3728715&utm_campaign=fb_post,2016-06-12 11:08:40,196,10,16,196,0,0,0,0,0,0
115634898452178_1344897188859270,"Siim Kallas ütles täna toimunud Reformierakonna üldkogul, et Eesti peaks viima oma kodakondsuspoliitika põhiseadusega kooskõlla ning seadustama topeltkodakondsuse.",Siim Kallas: Eesti peab seadustama topeltkodakondsuse,link,http://www.postimees.ee/3729729/siim-kallas-eesti-peab-seadustama-topeltkodakondsuse?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729729&utm_campaign=fb_post,2016-06-12 11:00:00,132,26,2,108,1,9,6,2,6,0
115634898452178_1331930196822636,"Südamlikku õhtut!
---
Imearmas hüljatud rebasekutsikas Jupiter päästeti ühe heasüdamliku pere poolt ja toodi nende koju elama. Peres elav Austraalia karjakoer Moose võttis rebase otsekohe oma kaitsva tiiva alla ja nüüdseks on nad lahutamatud sõbrad, kes söövad koos, mängivad koos, magavad koos ja käivad õues koos. Jupiter annab endast parima, et koera tähelepanu võita ja käitub nii, nagu oleks ta temasse armunud. Vaata ja veendu ise, et tegu on tõeliselt vahvate sõpradega!","Südantsoojendav lugu päästetud rebasekutsikast, kelle perekoer enda hoole alla võtab!",link,http://meeldib.postimees.ee/2016/05/sudantsoojendav-lugu-paastetud-rebasekutsikast-kelle-perekoer-enda-hoole-alla-votab/?utm_source=pm_fb&utm_medium=wallpost&utm_campaign=meeldib,2016-06-12 10:10:00,195,2,21,179,16,0,0,0,0,0
115634898452178_1344840162198306,"Eesti Konservatiivse Rahvaerakonna (EKRE) esimees Mart Helme lubas tänasel kongressil, et kui temast saab erakonna presidendikandidaat, siis ta teeb kõik võimaliku, et jõuda Kadriorgu, kus saab riiki esindada «silmakirjalike vihakõnedeta, ilma ärmatamise, ilma nätsu närimiseta».",Mart Helme lubab Kadriorgu jõudes rahvast esindada ilma vihakõnedeta,link,http://www.postimees.ee/3729655/mart-helme-lubab-kadriorgu-joudes-rahvast-esindada-ilma-vihakonedeta?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729655&utm_campaign=fb_post,2016-06-12 09:30:00,143,30,10,120,3,0,11,0,9,0
115634898452178_1344839648865024,"Täna jõuab Jõgeva linna staadionil pealtvaatajateni teine Eesti naiste tantsupidu «Mehe lugu», millest võtab osa 394 tantsurühma. Reedest alates on tantsijad teinud eelproove. Eile tuli tantsijatel harjutada tänaseks peost kohati tugevas vihmasajus, mis vapraid tantsijaid ei takistanud.",Videod: tantsupeolised ei lasknud proovis end vihmasest ilmast häirida,link,http://tartu.postimees.ee/3729693/videod-tantsupeolised-ei-lasknud-proovis-end-vihmasest-ilmast-hairida?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729693&utm_campaign=fb_post,2016-06-12 09:00:00,246,3,5,243,2,1,0,0,0,0
115634898452178_1344806722201650,Varsti vahetavad Eesti peenramaadel küpsenud maasikad kaugemate maade sugulased välja. Rahvusooper Estonia peakokk Kalvi Sedrik ei pelga kombineerida maasikaid sealihaga ega lisada maasikatordi biskviidile spinatit.,Maasikas kohtub sealihaga,link,http://naine24.postimees.ee/3725321/maasikas-kohtub-sealihaga?utm_source=pm_fb&utm_medium=wallpost&utm_content=3725321&utm_campaign=fb_post,2016-06-12 08:30:00,15,6,1,11,2,2,0,0,0,0
115634898452178_1344896128859376,"Häirekeskus sai täna kell 15.22 teate, et Pärnu jões on inimese surnukeha. Päästjad leidsid jõest naise surnukeha.",Pärnu jõest leiti surnukeha,link,http://parnu.postimees.ee/3729785/parnu-joest-leiti-surnukeha?_ga=1.219646681.1144324660.1465601652&utm_source=pm_fb&utm_medium=wallpost&utm_content=3729785&utm_campaign=fb_post,2016-06-12 08:08:21,74,4,52,30,0,17,0,27,0,0
115634898452178_1344807232201599,"Kell 11 kogunes Pärnu kontserdimajja Eesti Konservatiivse Rahvaerakonna (EKRE) kongress, et valida erakonnale uued juhid ja vabariigi presidendi kandidaat.",Galerii: EKRE kongress otsustas presidendikandidaadiks esitada Mart Helme,link,http://parnu.postimees.ee/3729661/galerii-ekre-kongress-otsustas-presidendikandidaadiks-esitada-mart-helme?_ga=1.118997961.1144324660.1465601652&utm_source=pm_fb&utm_medium=wallpost&utm_content=3729661&utm_campaign=fb_post,2016-06-12 08:00:00,21,4,0,16,0,0,0,0,5,0
115634898452178_1344780878870901,,Kuidas reageerisid poliitikud Repsi võidule,link,http://www.postimees.ee/3729293/kuidas-reageerisid-poliitikud-repsi-voidule?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729293&utm_campaign=fb_post,2016-06-12 07:00:00,21,3,1,17,0,0,3,1,0,0
115634898452178_1344715492210773,"Kui Hanna Ild oma pagariärisse töötajaid otsis, tuli kandideerinud inimestele üllatusena, et leiva küpsetamine pole rahulik kulgemine – iga minut ja liigutus on arvel, sest ostjad ei malda oodata.","Pagar peab olema varase ärkamise, nobeda käe ja tugeva muskliga",link,http://tarbija24.postimees.ee/3728463/pagar-peab-olema-varase-arkamise-nobeda-kae-ja-tugeva-muskliga?utm_source=pm_fb&utm_medium=wallpost&utm_content=3728463&utm_campaign=fb_post,2016-06-12 06:30:00,37,2,3,37,0,0,0,0,0,0
115634898452178_1344738435541812,"Kuigi lennujaam tundub viimane koht kus tüssata saada, siis on see tegelikult siiski võimalik.","Üllatavad viisid, kuidas lennujaamas petta saad",link,http://reis.postimees.ee/3728387/ullatavad-viisid-kuidas-lennujaamas-petta-saad?utm_source=pm_fb&utm_medium=wallpost&utm_content=3728387&utm_campaign=fb_post,2016-06-12 06:00:00,6,0,11,6,0,0,0,0,0,0
115634898452178_1344736962208626,"Eesti üks vanemaid tegevlauljaid Üllar Jörberg, rahvasuus Jörpa, jaksab ikka veel saalitäie rahva ees tantsu vihtuda, kuigi tunnistab, et noorusaegadega võrreldes on jaksu vähemaks jäänud.",Üllar Jörberg – 75-aastasena heas vormis,link,http://kultuur.postimees.ee/3725173/ullar-jorberg-?-75-aastasena-heas-vormis%3Futm_source=pm_fb&utm_medium=wallpost&utm_content=3725173&utm_campaign=fb_post,2016-06-12 05:30:00,692,31,18,650,10,27,2,3,0,0
115634898452178_1344715658877423,"Prantsusmaal toimuvat EMi on varjutanud erinevad vägivallalained. Peale Marseille' toimusid kokkupõrked ka Nice'is, kus kohalikud ultrafännid tungisid kallale Põhja-Iirimaa ja Poola toetajatele.",Video: kohalikud prantslased tekitavad EMil kaklusi,link,http://sport.postimees.ee/3729533/video-kohalikud-prantslased-tekitavad-emil-kaklusi?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729533&utm_campaign=fb_post,2016-06-12 04:30:00,7,4,2,5,0,2,0,0,0,0
115634898452178_1344761728872816,BBC teatel toimus USA-s Florida osariigis Orlando geiklubis tulistamine ning ründaja on võtnud ka pantvange. Uudis täiendamisel!,"BBC: Florida ööklubis toimus tulistamine, külastajad võeti pantvangi",link,http://maailm.postimees.ee/3729613/bbc-florida-ooklubis-toimus-tulistamine-kulastajad-voeti-pantvangi?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729613&utm_campaign=fb_post,2016-06-12 04:00:00,19,2,7,13,0,1,0,5,0,0
115634898452178_1344715265544129,"Venemaa ja Inglismaa fännid on Marseille's toimuvate kokkupõrgete järel kogu asja algataja osas erimeelt. Venemaa meedia kaitseb omasid ning kirjutab, et kangelaslikud venelased vaid tõrjusid inglaste rünnakuid.",Venemaa meedia: tuhanded inglased tulid meie omadele kallale,link,http://sport.postimees.ee/3729541/venemaa-meedia-tuhanded-inglased-tulid-meie-omadele-kallale?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729541&utm_campaign=fb_post,2016-06-12 03:00:00,86,32,13,37,0,5,32,1,11,0
115634898452178_1344719828877006,"Inglismaa jalgpalliliidu turvaülem tunnistas, et pole oma karjääri üheksa suurturniiri jooksul midagi sarnast varem kohanud.  Britide suursaadik andis omakorda teada, et öö jooksul on haiglasse sattunud mitmeid inglasi.",Vägivallalaine jätkus ka pärast Inglismaa ja Venemaa kohtumise lõpuvilet,link,http://sport.postimees.ee/3729525/vagivallalaine-jatkus-ka-parast-inglismaa-ja-venemaa-kohtumise-lopuvilet?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729525&utm_campaign=fb_post,2016-06-12 02:30:00,22,2,6,11,0,2,0,5,4,0
115634898452178_1344714585544197,"Uusim avastus parimate kohvimaitsete ja -aroomide avaldamiseks on lämmastik - gaas, millel puudub igasugune lõhn ja kõrvalmaitse,  millega pruulitakse ""lämmastikkohvi"" (nitro caffee). Lämmastikkohv pakendatakse rõhu all vaatidesse ning serveeritakse sarnaselt õllele.",Kuum trend kohvifännidele: lämmastikuga pruulitud kohv,link,http://tarbija24.postimees.ee/3726479/kuum-trend-kohvifannidele-lammastikuga-pruulitud-kohv?utm_source=pm_fb&utm_medium=wallpost&utm_content=3726479&utm_campaign=fb_post,2016-06-12 02:00:00,7,4,3,7,0,0,0,0,0,0
115634898452178_1344714175544238,"USA politsei avaldas laupäeval mehe isikuandmed, keda kahtlustatakse päev varem poplaulja Christina Grimmie tapmises.",USA politsei avaldas poplaulja mõrvari isikuandmed,link,http://maailm.postimees.ee/3729515/usa-politsei-avaldas-poplaulja-morvari-isikuandmed?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729515&utm_campaign=fb_post,2016-06-12 01:30:00,52,4,5,19,0,0,1,26,6,0
115634898452178_1332608850088104,Ja nii saigi Skype alguse,"Skype, made in Estonia 1979 (Nõiakivi)",link,http://meeldib.postimees.ee/2013/04/skype-made-in-estonia-1979-noiakivi/?utm_source=pm_fb&utm_medium=wallpost&utm_campaign=meeldib,2016-06-12 00:10:00,1383,10,217,1201,16,5,161,0,0,0
115634898452178_1344478768901112,"Laupäeval, 11.juunil toimus Tallinnas Lennusadama alal hobiautode kokkutulek Stancest 16, mis tõi kohale üle 70 hoolikalt valitud auto Eestist, Venemaalt, Soomest, Lätist ja Leedust.",Galerii! Hobiautode kokkutulek Stancest 16 tõi Lennusadamasse palju silmailu ja selgitas välja...,link,http://elu24.postimees.ee/3729479/galerii-hobiautode-kokkutulek-stancest-16-toi-lennusadamasse-palju-silmailu-ja-selgitas-valja-parimad?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729479&utm_campaign=fb_post,2016-06-11 15:43:49,90,1,7,90,0,0,0,0,0,0
115634898452178_1344359365579719,"Jäätee valmistamine ei erine väga palju tavalise tee tegemisest. Enamasti tehakse valmis tavaline tee, pannakse see mõneks ajaks külmikusse ja valatakse siis jää peale. On aga üks lihtne nipp, mis teeb selle paremaks.",Kuidas teha jääteed?,link,http://naine24.postimees.ee/3729413/kuidas-teha-jaateed?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729413&utm_campaign=fb_post,2016-06-11 15:00:00,27,1,17,27,0,0,0,0,0,0
115634898452178_1344359232246399,"Tallinnast seitsme kilomeetri kaugusel, keset põldu asub üks  fantoombussipeatustest, kus sõiduplaani järgi peaks peatuma LuxExpressi buss.",Video: Tartu mnt äärde tekkisid fantoombussipeatused,link,http://tarbija24.postimees.ee/3729297/video-tartu-mnt-aarde-tekkisid-fantoombussipeatused?utm_source=pm_fb&utm_medium=wallpost&utm_content=3729297&utm_campaign=fb_post,2016-06-11 14:30:00,45,4,11,33,1,1,10,0,0,0
